transaction_id,user_id,date,category,amount,weekly_budget_limit,monthly_income
TRX110475,USR0296,2025-04-29,Transport,109333.0,822812.7,5485418
TRX129540,USR0678,2025-11-25,Transport,221477.0,748817.7,4992118
TRX128041,USR0937,2025-04-24,Shopping,667519.0,791056.0499999999,5273707
TRX128079,USR0780,2025-02-27,Food & Beverage,42234.0,764531.1,5096874
TRX060605,USR0880,2025-05-10,Food & Beverage,15331.0,866890.35,5779269
TRX019128,USR0171,2025-06-28,Subscriptions,272100.0,512633.85,3417559
TRX042900,USR0096,2025-09-28,Bills,27617100.0,937290.45,6248603
TRX124233,USR0176,2025-05-22,Entertainment,707513.0,1183347.9,7888986
TRX083980,USR0816,2025-05-22,Food & Beverage,144694.0,530925.6,3539504
TRX055975,USR0316,2025-04-22,Food & Beverage,108407.0,1106039.0999999999,7373594
TRX111977,USR0099,2025-04-09,Entertainment,,422630.55,2817537
TRX014906,USR0425,2025-12-16,,130528.0,911733.9,6078226
TRX034216,USR0437,2025-04-27,Subscriptions,303587.0,1010256.2999999999,6735042
TRX055355,USR0424,2025-09-17,Shopping,679748.0,1186707.3,7911382
TRX082399,USR0369,2025-06-17,Transport,125738.0,889196.25,5927975
TRX145843,USR0186,2025-06-30,Shopping,480220.0,781546.35,5210309
TRX149030,USR0044,2025-04-05,food & beverage ,68400.0,862694.7,5751298
TRX090034,USR0001,2025-07-20,Shopping,272121.0,952303.95,6348693
TRX098223,USR0928,2025-02-15,Food & Beverage,134570.0,490920.0,3272800
TRX078625,  USR0777 ,2025-05-01,Food & Beverage,33160.0,802525.65,5350171
TRX095779,USR0671,2025-10-11,Transport,330313.0,821638.5,5477590
TRX133638,USR0013,2025-02-22,Bills,33133.0,549988.2,3666588
TRX023166,USR0479,2025-03-14,Entertainment,278196.0,968490.2999999999,6456602
TRX088830,USR0395,2025-06-28,Food & Beverage,123368.0,717774.9,4785166
TRX047053,USR0810,2025-03-19,Food & Beverage,,869264.5499999999,5795097
TRX078830,USR0385,2025-08-18,Hobby,368737.0,1063250.0999999999,7088334
TRX046319,USR0056,2025-10-31,Transport,102727.0,399490.95,2663273
TRX066775,USR0052,2025-04-27,Entertainmnt,642290.0,1055563.5,7037090
TRX146974,USR0826,2025-10-24,Shopping,345493.0,725965.0499999999,4839767
TRX103975,USR0640,2025-04-19,Shopping,574547.0,726305.25,4842035
TRX108793,USR0412,2025-05-28,Food & Beverage,32049.0,449807.39999999997,2998716
TRX144113,USR0439,2025-10-12,Hobby,591509.0,559400.4,3729336
TRX144599,USR0398,2025-01-23,Food & Beverage,59950.0,682729.65,4551531
TRX037371,USR0815,2025-03-28,Transport,68486.0,831201.15,5541341
TRX081313,USR0190,2025-04-26,Hobby,650989.0,588269.4,3921796
TRX129691,USR0544,2025-10-17,Entertainment,295696.0,598837.7999999999,3992252
TRX139932,USR0882,2025-02-04,Entertainmnt,690872.0,876063.0,5840420
TRX107897,USR0599,2025-03-19,Food & Beverage,136989.0,1038421.2,6922808
TRX101321,USR0477,2025-07-10,Shopping,222869.0,912133.95,6080893
TRX053485,USR0715,2025-07-18,Food & Beverage,-81071.0,740130.9,4934206
TRX069411,USR0666,2025-02-19,Entertainment,696835.0,1123154.4,7487696
TRX097306,USR0937,2025-04-23,Bills,24241.0,791056.0499999999,5273707
TRX112187,USR0017,2025-09-09,Shopping,81696.0,1090199.8499999999,7267999
TRX097482,USR0108,2025-11-29,Shopping,501142.0,1073653.95,7157693
TRX015708,USR0740,2025-05-09,Entertainment,603997.0,443894.55,2959297
TRX052063,USR0935,2025-04-15,Transport,145056.0,549592.5,3663950
TRX096302,USR0181,2025-11-13,Transport,337594.0,819963.2999999999,5466422
TRX060526,USR0388,2025-11-03,Shopping,166139.0,1024172.85,6827819
TRX038002,USR0849,2025-02-07,Food & Beverage,83417.0,1174480.2,7829868
TRX086837,USR0734,2025-03-07,Food & Beverage,111990.0,1042312.2,6948748
TRX134151,USR0280,2025-07-27,Food & Beverage,147084.0,1004938.6499999999,6699591
TRX106476,USR0648,2025-06-07,Hobby,545487.0,559042.7999999999,3726952
TRX098169,USR0025,2025-04-17,Transport,62232.0,894666.2999999999,5964442
TRX008623,USR0651,2025-02-18,Bills,103997.0,967081.2,6447208
TRX069181,USR0279,2025-12-23,Food & Beverage,123097.0,431833.8,2878892
TRX121978,USR0798,2025-04-23,Shopping,621673.0,1198419.5999999999,7989464
TRX052017,USR0235,2025-10-09,Shopping,465936.0,475260.89999999997,3168406
TRX146725,USR0959,2025-12-08,Food & Beverage,126510.0,781593.9,5210626
TRX116962,USR0521,2025-12-18,Shopping,409234.0,897019.5,5980130
TRX014750,USR0557,2025-02-16,Food & Beverage,74150.0,1153584.75,7690565
TRX137297,USR0556,2025-09-24,Shopping,111230.0,1084978.2,7233188
TRX126192,USR0281,2025-08-25,Hobby,554543.0,848136.0,5654240
TRX020642,USR0562,2025-06-25,Shopping,688479.0,1140156.45,7601043
TRX145687,USR0380,2025-03-25,Food & Beverage,85266.0,433252.35,2888349
TRX016562,USR0994,2025-01-07,Bills,,1152108.5999999999,7680724
TRX099468,USR0445,2025-06-10,Shopping,285982.0,612229.5,4081530
TRX087389,USR0507,2025-10-06,Entertainment,201352.0,1140259.3499999999,7601729
TRX147065,USR0191,2025-05-26,Bills,191969.0,789416.85,5262779
TRX038905,USR0539,2025-01-06,Entertainment,285634.0,650914.95,4339433
TRX090455,USR0608,2025-05-25,Transport,327442.0,558971.4,3726476
TRX067035,USR0264,2025-06-21,Entertainment,373099.0,504736.35,3364909
TRX137397,USR0810,2025-06-17,Bills,136358.0,869264.5499999999,5795097
TRX025816,USR0528,2025-06-11,Entertainmnt,429497.0,663320.25,4422135
TRX022890,USR0586,2025-05-31,Food & Beverage,73820.0,492047.39999999997,3280316
TRX071002,USR0364,2025-08-22,Shopping,142201.0,720017.85,4800119
TRX005683,USR0203,2025-02-14,Food & Beverage,146504.0,1008155.7,6721038
TRX125028,USR0068,2025-08-25,Shopping,,388828.95,2592193
TRX035394,USR0183,2025-11-21,Entertainment,641984.0,1132170.45,7547803
TRX114782,USR0319,2025-02-14,Bills,264840.0,643038.15,4286921
TRX031716,USR0802,2025-07-16,Subs,268551.0,396790.64999999997,2645271
TRX121957,USR0514,2025-10-01,Food & Beverage,-128376.0,765445.0499999999,5102967
TRX042006,USR0644,2025-12-07,Bills,339435.0,476912.69999999995,3179418
TRX031986,USR0347,2025-02-27,Food & Beverage,89747.0,975522.6,6503484
TRX057137,USR0743,2025-12-25,Entertainment,75213.0,986572.6499999999,6577151
TRX110983,USR0856,2025-09-28,Food & Beverage,130917.0,544898.7,3632658
TRX031000,USR0357,2025-12-14,Entertainment,394615.0,1130990.55,7539937
TRX055386,USR0744,2025-02-05,Entertainment,78614.0,1085244.45,7234963
TRX138467,USR0455,2025-05-04,Bills,156974.0,581736.9,3878246
TRX111683,USR0990,2025-06-08,Food & Beverage,47157.0,731690.25,4877935
TRX099698,USR0155,2025-06-03,Transport,289449.0,693070.95,4620473
TRX122438,USR0828,2025-08-04,Entertainment,525509.0,448655.39999999997,2991036
TRX018706,USR0676,2025-08-16,Entertainment,39490100.0,553785.2999999999,3691902
TRX025843,USR0415,2025-12-31,Food & Beverage,39448.0,758890.7999999999,5059272
TRX141398,USR0440,2025-06-28,Entertainment,252151.0,527614.95,3517433
TRX084194,USR0896,2025-04-24,Entertainment,630121.0,939251.25,6261675
TRX147559,USR0855,2025-05-31,Entertainment,138796.0,768575.4,5123836
TRX124973,USR0997,2025-01-31,Shopping,557593.0,1056300.15,7042001
TRX004833,USR0853,2025-08-29,Hobby,210723.0,450911.85,3006079
TRX007745,USR0717,2025-12-28,Hobby,586182.0,757125.0,5047500
TRX047270,USR0070,2025-06-01,Entertainmnt,176384.0,1080038.0999999999,7200254
TRX007235,USR0358,2025-12-20,Transport,302824.0,851698.95,5677993
TRX128224,USR0151,2025-05-02,Hobby,199565.0,388779.75,2591865
TRX080313,USR0130,2025-12-08,Transport,50318.0,633952.65,4226351
TRX067794,USR0771,2025-07-18,Food & Beverage,128662.0,434656.5,2897710
TRX013519,USR0802,2025-04-16,Food & Beverage,20519.0,396790.64999999997,2645271
TRX067858,USR0998,2025-05-29,Entertainment,411816.0,1185698.8499999999,7904659
TRX099793,  USR0162 ,2025-02-01,Subscriptions,87739.0,987374.1,6582494
TRX042303,USR0868,2025-12-25,Hobby,287609.0,1112600.8499999999,7417339
TRX094976,USR0074,2025-04-26,Entertainment,173274.0,875222.5499999999,5834817
TRX033481,USR0757,2025-02-24,,140994.0,1083096.3,7220642
TRX045867,USR0927,2025-01-02,Food & Beverage,,966185.5499999999,6441237
TRX051653,USR0254,2025-09-26,Entertainment,69775.0,411714.14999999997,2744761
TRX105547,USR0221,2025-07-26,Food & Beverage,106072.0,572179.7999999999,3814532
TRX085246,USR0330,2025-12-19,Food & Beverage,44132.0,927189.2999999999,6181262
TRX096070,USR0627,2025-01-06,Shopping,40578400.0,506404.64999999997,3376031
TRX097341,USR0884,2025-07-21,Transport,271055.0,618385.7999999999,4122572
TRX106823,USR0580,2025-06-09,Transport,190649.0,1164994.8,7766632
TRX031697,USR0353,2025-09-21,Food & Beverage,97453.0,659923.7999999999,4399492
TRX083202,USR0389,2025-09-02,Entertainment,,563334.6,3755564
TRX121225,USR0585,2025-01-27,Entertainment,416979.0,567987.75,3786585
TRX092418,USR0961,2025-02-05,Transport,128391.0,822202.7999999999,5481352
TRX039625,USR0702,2025-11-27,Entertainment,744544.0,405692.25,2704615
TRX071734,USR0576,2025-02-03,Entertainment,364624.0,773521.0499999999,5156807
TRX066536,USR0181,2025-09-16,Entertainment,707648.0,819963.2999999999,5466422
TRX075989,USR0141,2025-03-22,Shopping,330003.0,1143468.3,7623122
TRX007385,USR0312,2025-04-18,Hobby,138104.0,963792.2999999999,6425282
TRX120935,USR0029,2025-09-20,Transport,68316.0,1082941.05,7219607
TRX036479,USR0498,2025-09-29,Shopping,552792.0,982766.1,6551774
TRX133149,USR0013,2025-08-30,Entertainment,483134.0,549988.2,3666588
TRX063987,USR0184,2025-08-16,Entertainment,697093.0,392704.95,2618033
TRX022621,USR0772,2025-11-28,Transport,237955.0,1022557.2,6817048
TRX079015,USR0804,2025-11-14,Entertainment,618247.0,1149413.4,7662756
TRX127729,USR0484,2025-02-16,Entertainment,559437.0,779143.0499999999,5194287
TRX107059,USR0223,2025-04-08,Bills,310707.0,953961.6,6359744
TRX120189,USR0494,2025-08-27,Hobby,79599.0,773916.0,5159440
TRX145382,USR0806,2025-11-14,Food & Beverage,-126571.0,602181.2999999999,4014542
TRX058485,USR0589,2025-08-08,Transport,314013.0,580027.95,3866853
TRX021968,USR0455,2025-03-21,Shopping,110543.0,581736.9,3878246
TRX129225,USR0973,2025-06-15,Bills,328792.0,822220.0499999999,5481467
TRX041134,USR0652,,Food & Beverage,103375.0,815774.4,5438496
TRX079621,USR0782,2025-12-13,Transport,154649.0,957177.75,6381185
TRX115204,USR0837,2025-05-01,Hobby,134242.0,424037.39999999997,2826916
TRX066887,USR0690,2025-06-06,Food & Beverage,25418.0,695218.95,4634793
TRX082045,USR0172,2025-09-12,Hobby,729575.0,470340.75,3135605
TRX087269,  USR0854 ,2025-06-28,Food & Beverage,145234.0,667501.95,4450013
TRX011969,USR0725,2025-07-24,Hobby,182379.0,956891.25,6379275
TRX023663,USR0235,2025-10-29,Food & Beverage,127605.0,475260.89999999997,3168406
TRX028811,USR0503,2025-03-02,Food & Beverage,116089.0,544079.85,3627199
TRX145987,USR0089,2025-06-13,Entertainment,603057.0,1128075.0,7520500
TRX060424,USR0378,2025-08-15,Food & Beverage,144294.0,1054819.65,7032131
TRX102536,USR0633,2025-08-09,Food & Beverage,41166.0,481299.3,3208662
TRX050524,USR0009,,Entertainmnt,400428.0,701999.4,4679996
TRX014043,USR0792,2025-09-03,Food & Beverage,49936.0,738607.5,4924050
TRX072486,USR0350,2025-02-15,Transport,195048.0,945301.5,6302010
TRX130323,USR0630,2025-11-30,Food & Beverage,,533943.2999999999,3559622
TRX057002,USR0965,2025-10-12,Subscriptions,225313.0,600350.5499999999,4002337
TRX115299,USR0045,2025-06-28,Hobby,610322.0,1044772.5,6965150
TRX145507,USR0499,2025-01-08,Entertainment,398940.0,560222.4,3734816
TRX105088,USR0125,2025-06-25,Shopping,129853.0,474242.1,3161614
TRX039538,USR0391,2025-11-23,Transport,69794.0,393882.75,2625885
TRX016023,USR0293,2025-07-06,Entertainmnt,261109.0,578047.35,3853649
TRX051972,USR0343,2025-07-26,SHOPPING,,605790.15,4038601
TRX052356,USR0069,2025-04-30,Food & Beverage,117593.0,852287.25,5681915
TRX132843,USR0626,2025-03-17,Shopping,622117.0,1110399.9,7402666
TRX050119,USR0126,2025-08-27,Bills,190252.0,1106081.7,7373878
TRX031838,USR0613,2025-11-10,Shopping,47469100.0,514375.19999999995,3429168
TRX143331,USR0938,2025-09-01,Food & Beverage,53822.0,1076759.0999999999,7178394
TRX040588,USR0663,2025-06-08,Transport,146456.0,624268.95,4161793
TRX060776,USR0152,2025-03-08,Shopping,141110.0,981688.2,6544588
TRX122446,USR0617,2025-08-17,Hobby,308003.0,478763.55,3191757
TRX040502,USR0859,2025-04-28,Transport,123521.0,473542.64999999997,3156951
TRX032534,USR0046,2025-11-11,Transport,126208.0,375060.6,2500404
TRX025045,USR0994,2025-10-30,Transport,298246.0,1152108.5999999999,7680724
TRX140854,USR0621,2025-11-14,Food & Beverage,,875688.0,5837920
TRX041836,USR0368,2025-09-15,Transport,41326.0,645820.2,4305468
TRX128873,USR0560,2025-07-09,Transport,272334.0,748435.35,4989569
TRX044744,USR0583,2025-07-05,Hobby,93721.0,984366.2999999999,6562442
TRX113472,USR0304,2025-10-20,Transport,-113283.0,1160749.65,7738331
TRX030001,USR0321,2025-07-10,Entertainment,237282.0,875401.0499999999,5836007
TRX053955,USR0802,2025-12-07,SHOPPING,596839.0,396790.64999999997,2645271
TRX038578,USR0334,2025-10-24,Transport,105214.0,512134.19999999995,3414228
TRX076420,USR0469,2025-11-23,Shopping,567225.0,803258.85,5355059
TRX059607,USR0770,2025-04-02,Shopping,652022.0,399970.8,2666472
TRX104044,USR0053,2025-05-17,Entertainment,541186.0,854451.0,5696340
TRX136095,USR0049,2025-08-15,Food & Beverage,30591.0,633348.0,4222320
TRX059697,USR0136,2025-10-23,Food & Beverage,121643.0,1193663.8499999999,7957759
TRX084726,USR0232,2025-05-11,Food & Beverage,4792100.0,997333.0499999999,6648887
TRX058210,USR0079,2025-10-02,Food & Beverage,65978.0,1100153.55,7334357
TRX005954,USR0556,2025-02-25,Food & Beverage,128703.0,1084978.2,7233188
TRX043647,USR0854,2025-07-25,food & beverage ,130466.0,667501.95,4450013
TRX097273,USR0337,2025-06-20,Shopping,243025.0,1142373.9,7615826
TRX117775,USR0275,2025-02-23,Transport,294671.0,1111357.05,7409047
TRX109787,USR0459,2025-08-11,Entertainment,96334.0,971760.0,6478400
TRX010334,USR0478,2025-04-05,Food & Beverage,21952.0,1024178.7,6827858
TRX082090,USR0800,2025-11-20,Bills,22284900.0,528982.95,3526553
TRX125123,USR0651,2025-03-16,Subscriptions,318809.0,967081.2,6447208
TRX066217,  USR0845 ,2025-05-05,Transport,,867115.7999999999,5780772
TRX136841,USR0370,2025-02-09,Food & Beverage,-119391.0,393916.2,2626108
TRX045797,USR0693,2025-07-29,Bills,48845.0,1095963.75,7306425
TRX043115,USR0595,2025-03-20,Food & Beverage,82993.0,403268.39999999997,2688456
TRX100984,USR0208,2025-09-17,Food & Beverage,49190.0,760215.45,5068103
TRX082115,USR0521,2025-05-14,Food & Beverage,127316.0,897019.5,5980130
TRX035447,USR0253,2025-07-26,Transport,154348.0,453770.1,3025134
TRX144157,USR0719,2025-03-25,Food & Beverage,34290.0,524933.1,3499554
TRX047011,USR0770,2025-06-15,Bills,204111.0,399970.8,2666472
TRX102973,USR0411,,Food & Beverage,53606.0,1115359.5,7435730
TRX052117,USR0143,2025-04-18,Transport,37871.0,1178111.25,7854075
TRX048311,USR0727,2025-05-05,Bills,316900.0,914368.5,6095790
TRX058769,USR0923,2025-11-12,Transport,147699.0,608193.45,4054623
TRX065923,USR0869,2025-04-18,Shopping,658186.0,1001433.6,6676224
TRX027041,USR0727,2025-01-22,Shopping,610809.0,914368.5,6095790
TRX030515,USR0411,2025-03-08,Food & Beverage,142269.0,1115359.5,7435730
TRX030851,USR0852,2025-01-02,Shopping,531704.0,435409.8,2902732
TRX071340,USR0546,2025-06-26,Shopping,421912.0,435288.14999999997,2901921
TRX092288,USR0858,2025-12-19,Shopping,454737.0,1023393.8999999999,6822626
TRX078061,USR0861,2025-08-11,Transport,340992.0,556531.35,3710209
TRX015391,USR0695,2025-07-05,Entertainment,656636.0,603615.2999999999,4024102
TRX135577,USR0032,2025-06-02,Bills,321164.0,985747.0499999999,6571647
TRX049192,USR0419,2025-01-25,Entertainment,562917.0,873648.45,5824323
TRX059932,USR0584,2025-04-13,Food & Beverage,114549.0,392510.85,2616739
TRX021398,USR0848,2025-02-07,Entertainment,-55696.0,435467.85,2903119
TRX057816,USR0377,2025-08-26,Shopping,590501.0,754505.1,5030034
TRX073993,USR0448,2025-11-19,Transport,210258.0,1048922.4,6992816
TRX060511,USR0926,2025-11-24,Transport,41960.0,464684.55,3097897
TRX080370,USR0122,2025-07-16,Transport,-46263.0,778691.4,5191276
TRX087267,USR0548,2025-04-19,Transport,35474.0,1043282.1,6955214
TRX149180,USR0459,2025-01-22,Food & Beverage,54074.0,971760.0,6478400
TRX067688,USR0662,2025-04-03,Shopping,505724.0,800697.15,5337981
TRX038901,USR0145,2025-08-28,Hobby,496252.0,732353.5499999999,4882357
TRX098464,USR0850,2025-11-29,Food & Beverage,83181.0,1000015.35,6666769
TRX119722,USR0469,2025-05-29,Shopping,446125.0,803258.85,5355059
TRX107152,USR0887,2025-07-30,Bills,333478.0,481449.3,3209662
TRX081766,USR0187,2025-06-08,Food & Beverage,35612.0,812738.7,5418258
TRX063160,USR0387,2025-01-12,Shopping,175053.0,386411.55,2576077
TRX055870,USR0505,2025-12-18,Shopping,465429.0,1156738.95,7711593
TRX132871,USR0308,2025-06-10,Entertainment,333001.0,597543.6,3983624
TRX128335,USR0868,2025-03-10,Entertainment,313322.0,1112600.8499999999,7417339
TRX124881,USR0434,2025-08-07,Subscriptions,171278.0,813421.2,5422808
TRX026419,USR0096,2025-05-24,Transport,93422.0,937290.45,6248603
TRX051947,USR0009,2025-07-29,Bills,295377.0,701999.4,4679996
TRX020604,USR0411,2025-07-22,Transport,120890.0,1115359.5,7435730
TRX137366,USR0719,2025-09-20,Bills,273829.0,524933.1,3499554
TRX048824,USR0965,2025-06-11,Bills,225694.0,600350.5499999999,4002337
TRX105420,USR0628,2025-08-18,Entertainment,351185.0,565634.4,3770896
TRX142649,USR0272,2025-08-31,Food & Beverage,130068.0,1046486.3999999999,6976576
TRX105686,USR0206,2025-07-29,Transport,93977.0,957148.95,6380993
TRX096560,USR0277,2025-07-30,Shopping,383187.0,435462.14999999997,2903081
TRX103715,USR0562,2025-02-08,Bills,184655.0,1140156.45,7601043
TRX007215,USR0647,2025-11-04,Subscriptions,86410.0,542188.95,3614593
TRX114674,USR0755,2025-09-17,Transport,153405.0,1182994.2,7886628
TRX021038,USR0013,2025-04-18,Entertainment,536487.0,549988.2,3666588
TRX019737,USR0676,2025-04-25,Transport,348234.0,553785.2999999999,3691902
TRX053875,USR0457,2025-03-20,Food & Beverage,60714.0,810531.0,5403540
TRX088545,USR0851,2025-01-14,Shopping,55818.0,1023044.25,6820295
TRX025058,USR0094,2025-12-15,Bills,155327.0,895104.9,5967366
TRX109093,USR0948,2025-01-11,Food & Beverage,131975.0,608176.5,4054510
TRX141435,USR0599,2025-03-12,Bills,56171.0,1038421.2,6922808
TRX130428,USR0796,2025-05-03,Shopping,237573.0,420327.89999999997,2802186
TRX116340,USR0544,2025-05-12,Hobby,693494.0,598837.7999999999,3992252
TRX020020,USR0944,2025-03-25,Subs,128959.0,1130716.2,7538108
TRX083619,USR0660,2025-04-11,Hobby,626886.0,623848.0499999999,4158987
TRX023078,USR0963,2025-05-10,Shopping,247599.0,417833.25,2785555
TRX019327,USR0847,2025-04-07,Transport,53245.0,1138090.2,7587268
TRX058334,USR0504,2025-12-07,Entertainment,387514.0,901657.35,6011049
TRX056531,USR0882,2025-07-18,SHOPPING,407123.0,876063.0,5840420
TRX117763,USR0236,2025-11-09,Food & Beverage,73452.0,925329.9,6168866
TRX133531,USR0108,2025-12-15,Food & Beverage,,1073653.95,7157693
TRX012604,USR0380,2025-07-25,Shopping,59352.0,433252.35,2888349
TRX036078,  USR0121 ,2025-04-26,Food & Beverage,72409.0,652409.4,4349396
TRX101355,USR0963,2025-05-21,Entertainment,360335.0,417833.25,2785555
TRX023275,  USR0947 ,2025-12-03,Entertainment,,851598.9,5677326
TRX127369,USR0348,2025-09-20,Food & Beverage,70933.0,541193.25,3607955
TRX047953,USR0370,2025-09-29,Food & Beverage,50598.0,393916.2,2626108
TRX132864,USR0251,2025-12-29,Hobby,517457.0,809522.7,5396818
TRX118610,USR0271,2025-06-02,Entertainment,136505.0,460747.5,3071650
TRX034355,USR0708,2025-10-06,Subscriptions,306098.0,500700.44999999995,3338003
TRX027145,USR0636,2025-11-27,Food & Beverage,25249.0,471778.2,3145188
TRX091485,USR0878,2025-10-26,Food & Beverage,79180.0,667018.95,4446793
TRX016688,USR0761,2025-02-25,Bills,200237.0,458505.14999999997,3056701
TRX145291,USR0559,2025-06-06,Entertainment,244821.0,1190572.3499999999,7937149
TRX039926,USR0268,2025-01-20,Food & Beverage,133342.0,615767.7,4105118
TRX096020,USR0461,2025-06-28,Food & Beverage,100256.0,1147343.4,7648956
TRX062406,USR0047,2025-12-03,Shopping,288028.0,1109638.5,7397590
TRX020234,USR0986,2025-02-05,Bills,333130.0,426728.25,2844855
TRX122262,USR0941,2025-04-03,,145445.0,665361.0,4435740
TRX057218,USR0522,2025-04-24,Food & Beverage,148465.0,852857.1,5685714
TRX006936,USR0305,2025-03-16,Food & Beverage,54172.0,395553.45,2637023
TRX006090,USR0729,2025-02-17,Food & Beverage,,651247.2,4341648
TRX040287,USR0158,2025-02-17,Bills,11653000.0,985270.7999999999,6568472
TRX075562,USR0416,2025-03-28,Shopping,739719.0,716415.9,4776106
TRX012297,USR0395,2025-01-18,Entertainment,283343.0,717774.9,4785166
TRX060023,USR0102,2025-04-30,Shopping,611718.0,761042.85,5073619
TRX066277,USR0822,2025-09-25,Shopping,70253.0,380205.14999999997,2534701
TRX128756,USR0771,2025-08-23,Transport,109267.0,434656.5,2897710
TRX125009,USR0463,2025-12-23,Food & Beverage,54079.0,531822.2999999999,3545482
TRX136194,USR0031,2025-10-01,Bills,238337.0,379156.8,2527712
TRX120477,USR0808,2025-10-14,Entertainment,510157.0,814527.6,5430184
TRX012261,  USR0292 ,2025-11-12,Food & Beverage,97199.0,493000.05,3286667
TRX108291,USR0896,2025-10-06,Food & Beverage,12457000.0,939251.25,6261675
TRX060773,USR0066,2025-05-05,Shopping,487961.0,1109281.05,7395207
TRX040176,USR0978,2025-09-18,Entertainment,189059.0,876032.4,5840216
TRX115389,USR0823,2025-09-16,Transport,211888.0,859354.2,5729028
TRX113680,USR0646,2025-04-01,Subscriptions,345170.0,616763.1,4111754
TRX146522,USR0524,2025-06-02,,42954.0,427160.85,2847739
TRX123174,USR0353,2025-09-01,Subscriptions,187149.0,659923.7999999999,4399492
TRX062522,USR0643,2025-01-08,food & beverage ,28828.0,550554.75,3670365
TRX129542,USR0872,2025-12-28,Entertainment,130213.0,532101.45,3547343
TRX014167,USR0643,2025-10-25,Food & Beverage,65220.0,550554.75,3670365
TRX108415,USR0235,2025-06-21,Transport,297558.0,475260.89999999997,3168406
TRX004256,USR0335,2025-07-07,Food & Beverage,75196.0,518093.85,3453959
TRX037669,USR0082,2025-05-30,Food & Beverage,92248.0,708460.35,4723069
TRX061262,USR0504,2025-02-16,Shopping,377114.0,901657.35,6011049
TRX105570,USR0192,2025-05-16,Entertainment,281079.0,722857.35,4819049
TRX049197,USR0325,2025-06-24,Entertainment,243276.0,759370.35,5062469
TRX140222,  USR0694 ,2025-02-14,Food & Beverage,120020.0,731825.5499999999,4878837
TRX081818,USR0560,2025-11-08,Food & Beverage,23729.0,748435.35,4989569
TRX000120,USR0153,2025-03-23,Entertainment,195993.0,1193365.5,7955770
TRX145873,USR0971,2025-03-10,Food & Beverage,36350.0,804884.85,5365899
TRX113490,USR0331,2025-02-14,Shopping,288688.0,1069961.7,7133078
TRX106006,USR0119,2025-10-01,SHOPPING,203929.0,472529.85,3150199
TRX071042,USR0499,2025-11-16,Subscriptions,338796.0,560222.4,3734816
TRX046026,USR0008,2025-03-31,Food & Beverage,25497.0,1107781.65,7385211
TRX051814,USR0133,2025-12-21,Hobby,212208.0,529268.25,3528455
TRX084330,USR0615,2025-02-09,Shopping,335460.0,429521.39999999997,2863476
TRX126584,USR0293,2025-11-08,Bills,166601.0,578047.35,3853649
TRX081156,USR0527,2025-06-13,Food & Beverage,13246900.0,1009382.25,6729215
TRX099377,USR0298,2025-05-23,Food & Beverage,80144.0,582662.7,3884418
TRX145110,USR0089,2025-04-28,Bills,318654.0,1128075.0,7520500
TRX003726,USR0283,2025-04-18,Entertainment,734808.0,863190.0,5754600
TRX129680,USR0937,2025-11-16,Food & Beverage,68652.0,791056.0499999999,5273707
TRX142342,USR0946,2025-05-22,Entertainment,-528150.0,1148380.8,7655872
TRX035110,USR0320,2025-11-03,Bills,160124.0,499460.25,3329735
TRX071940,USR0112,2025-03-17,Food & Beverage,24405.0,617392.7999999999,4115952
TRX114574,USR0986,2025-11-24,Transport,317792.0,426728.25,2844855
TRX124967,USR0261,2025-11-10,Shopping,260878.0,724921.65,4832811
TRX013168,USR0646,2025-05-27,Hobby,-370680.0,616763.1,4111754
TRX112627,USR0374,2025-11-04,Shopping,320215.0,687023.1,4580154
TRX067258,USR0529,2025-10-07,Subscriptions,71920.0,521705.85,3478039
TRX085982,USR0029,2025-07-14,Bills,207252.0,1082941.05,7219607
TRX084122,USR0992,2025-09-30,Entertainment,164343.0,1046701.6499999999,6978011
TRX108110,USR0225,2025-03-28,Transport,61257.0,841063.7999999999,5607092
TRX095686,USR0865,2025-08-31,Hobby,588600.0,729991.5,4866610
TRX055134,USR0865,2025-08-01,Shopping,376674.0,729991.5,4866610
TRX081876,USR0660,2025-10-25,Transport,72344.0,623848.0499999999,4158987
TRX055294,USR0362,2025-04-08,Food & Beverage,82067.0,1184649.3,7897662
TRX021190,USR0866,,Bills,156946.0,1002045.45,6680303
TRX079730,USR0722,2025-07-03,,136303.0,395108.25,2634055
TRX067797,USR0487,2025-06-01,Bills,91089.0,1068158.4,7121056
TRX084286,USR0145,2025-05-20,Food & Beverage,78811.0,732353.5499999999,4882357
TRX025583,USR0049,2025-09-18,Entertainment,,633348.0,4222320
TRX051580,USR0442,2025-12-08,Food & Beverage,36319.0,789163.35,5261089
TRX090910,USR0963,2025-12-04,Food & Beverage,36777.0,417833.25,2785555
TRX114932,  USR0304 ,2025-06-20,Food & Beverage,51387.0,1160749.65,7738331
TRX028256,USR0781,2025-10-07,Food & Beverage,37673.0,458838.6,3058924
TRX095657,USR0233,2025-04-13,Bills,92543.0,556064.1,3707094
TRX147378,USR0867,2025-09-22,Shopping,254231.0,535229.85,3568199
TRX069434,USR0269,2025-09-27,Food & Beverage,80293.0,807514.0499999999,5383427
TRX056526,USR0783,2025-05-31,Food & Beverage,75020.0,1031048.3999999999,6873656
TRX129543,USR0522,2025-11-26,Food & Beverage,55955.0,852857.1,5685714
TRX076300,USR0222,2025-06-03,Entertainment,110326.0,438186.0,2921240
